2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
2,2,14
2,2,14
1,2,14
3,2,14
2,2,14
1,1,30
1,1,30
3,1,30
1,1,30
2,1,30
1,1,30
1,1,30
2,2,14
1,2,14
1,2,14
3,2,14
2,2,14
2,2,14
1,2,14
1,2,14
1,1,30
2,1,30
1,1,30
1,1,30
1,1,30
1,1,30
1,1,30
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,1,30
2,1,30
1,1,30
1,1,30
2,1,30
1,1,30
1,1,30
2,2,14
1,2,14
1,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
2,2,14
2,2,14
1,2,14
3,2,14
2,2,14
1,1,30
1,1,30
3,1,30
1,1,30
2,1,30
1,1,30
1,1,30
2,2,14
1,2,14
1,2,14
3,2,14
2,2,14
2,2,14
1,2,14
1,2,14
1,1,30
2,1,30
1,1,30
1,1,30
1,1,30
1,1,30
1,1,30
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,1,30
2,1,30
1,1,30
1,1,30
2,1,30
1,1,30
1,1,30
2,2,14
1,2,14
1,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
2,2,14
2,2,14
1,2,14
3,2,14
2,2,14
1,1,30
1,1,30
3,1,30
1,1,30
2,1,30
1,1,30
1,1,30
2,2,14
1,2,14
1,2,14
3,2,14
2,2,14
2,2,14
1,2,14
1,2,14
1,1,30
2,1,30
1,1,30
1,1,30
1,1,30
1,1,30
1,1,30
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,2,14
1,1,30
2,1,30
1,1,30
1,1,30
2,1,30
1,1,30
1,1,30
2,2,14
1,2,14
1,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
3,2,14
2,2,14
2,2,14
2,2,14
1,2,14
3,2,14
2,2,14
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,2
2,2
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,3
2,3
1,4
2,4
2,4
1,4
2,4
2,4
1,4
2,4
2,4
1,4
2,4
2,4
1,4
2,4
2,4
1,4
2,4
2,4
1,4
2,4
2,4
1,4
2,4
2,4
1,4
2,4
2,4
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
1,5
3,5
